"DBLa_type","Ups","2012_freq","2014_freq","2015_freq","2017_freq","2012_freqbin","2014_freqbin","2015_freqbin","2017_freqbin"
"M01896:15:000000000-A7EN9:1:1112:20291:21136","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2117:18701:19324","BC",1,0,0,0,"1","0","0","0"
"M00566:68:000000000-ARD58:1:1113:17121:20358","BC",1,0,0,0,"1","0","0","0"
"M00123:211:000000000-BYH2N:1:1113:11169:21522","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:2109:14712:12618","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2110:8441:11808","BC",1,0,0,1,"1","0","0","1"
"M00123:163:000000000-B5J7V:1:2117:24647:15836","BC",1,0,1,0,"1","0","1","0"
"M01896:15:000000000-A7EN9:1:1112:28759:16708","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2101:4369:13036","BC",1,0,2,3,"1","0","2-10","2-10"
"M01896:14:000000000-A7ERE:1:1105:11738:24465","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1113:8344:3566","BC",1,0,0,0,"1","0","0","0"
"M00123:115:000000000-AWP2U:1:1104:22545:12012","BC",1,1,0,0,"1","1","0","0"
"M00547:373:000000000-JH6MF:1:2117:9318:9143","A",1,1,0,2,"1","1","0","2-10"
"M01896:15:000000000-A7EN9:1:1112:3821:12987","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1113:3058:16668","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1111:20262:19787","BC",1,0,0,0,"1","0","0","0"
"M00123:115:000000000-AWP2U:1:1110:25417:5585","BC",1,1,0,0,"1","1","0","0"
"M01896:14:000000000-A7ERE:1:1101:7898:3983","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2103:15857:16773","BC",1,0,0,0,"1","0","0","0"
"M00123:163:000000000-B5J7V:1:2109:10928:11063","BC",1,0,2,1,"1","0","2-10","1"
"M00123:51:000000000-APU28:1:1116:22285:21927","BC",1,0,0,0,"1","0","0","0"
"M00123:98:000000000-AWVWT:1:1113:22768:12863","BC",1,0,0,1,"1","0","0","1"
"M01896:15:000000000-A7EN9:1:1104:14048:18899","A",1,0,1,0,"1","0","1","0"
"M01896:15:000000000-A7EN9:1:1108:22831:16882","BC",1,0,0,0,"1","0","0","0"
"M00123:371:000000000-J9JD5:1:1108:10712:3222","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1113:19442:14973","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:2111:26930:17174","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:1104:27520:13520","BC",1,1,0,2,"1","1","0","2-10"
"M00123:163:000000000-B5J7V:1:2104:21044:15643","BC",1,0,1,1,"1","0","1","1"
"M01896:14:000000000-A7ERE:1:1108:11950:13475","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:2107:4843:19634","BC",1,1,0,0,"1","1","0","0"
"M01896:14:000000000-A7ERE:1:2109:7022:5114","BC",1,0,0,2,"1","0","0","2-10"
"M01896:14:000000000-A7ERE:1:1118:12490:12421","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2115:10806:6775","BC",1,1,1,1,"1","1","1","1"
"M01896:14:000000000-A7ERE:1:1116:27966:14490","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1118:18578:13401","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:1119:8438:16888","BC",1,0,1,2,"1","0","1","2-10"
"M00123:163:000000000-B5J7V:1:2109:27838:18111","BC",1,0,1,0,"1","0","1","0"
"M01896:14:000000000-A7ERE:1:1101:16391:21611","BC",1,0,1,0,"1","0","1","0"
"M01896:14:000000000-A7ERE:1:2104:19942:6810","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1103:3084:7406","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2104:27054:10691","BC",1,0,0,0,"1","0","0","0"
"M00123:38:000000000-AN6VN:1:2112:9093:18653","BC",1,0,0,1,"1","0","0","1"
"M00123:51:000000000-APU28:1:1103:12379:17919","BC",1,0,1,2,"1","0","1","2-10"
"M01896:14:000000000-A7ERE:1:1112:9202:12293","BC",1,0,0,0,"1","0","0","0"
"M00566:160:000000000-B5GTN:1:1106:9075:5794","BC",1,0,2,2,"1","0","2-10","2-10"
"M01896:14:000000000-A7ERE:1:2105:6661:9895","BC",1,0,0,0,"1","0","0","0"
"M00547:373:000000000-JH6MF:1:2115:28376:14191","BC",1,0,0,1,"1","0","0","1"
"M00123:210:000000000-BTDTV:1:2113:18587:21631","BC",1,0,0,3,"1","0","0","2-10"
"M01896:14:000000000-A7ERE:1:1110:25334:9195","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:1108:22175:22637","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2117:16587:24691","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:2115:6490:22996","BC",1,0,0,2,"1","0","0","2-10"
"M00566:161:000000000-B5HBJ:1:2117:15143:11380","BC",1,0,1,2,"1","0","1","2-10"
"M01896:14:000000000-A7ERE:1:2119:18395:10606","BC",1,0,0,0,"1","0","0","0"
"M00123:38:000000000-AN6VN:1:2119:18890:23567","BC",1,0,1,0,"1","0","1","0"
"M00123:371:000000000-J9JD5:1:1110:27697:14429","BC",1,0,0,1,"1","0","0","1"
"M00123:115:000000000-AWP2U:1:1101:14284:8472","BC",1,1,0,0,"1","1","0","0"
"M03191:489:000000000-JGFWT:1:2101:20535:16532","BC",1,0,0,1,"1","0","0","1"
"M00123:51:000000000-APU28:1:1119:25674:11748","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1119:11671:12791","BC",1,0,0,0,"1","0","0","0"
"M00123:371:000000000-J9JD5:1:2113:26726:20393","BC",1,0,0,3,"1","0","0","2-10"
"M01896:14:000000000-A7ERE:1:1106:10009:2689","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2110:28509:16174","BC",1,1,0,0,"1","1","0","0"
"M00123:62:000000000-AU338:1:2109:26755:12216","BC",1,0,0,0,"1","0","0","0"
"M00547:373:000000000-JH6MF:1:2116:18975:10386","BC",1,0,0,2,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:1114:23648:10951","BC",1,0,0,0,"1","0","0","0"
"M03191:489:000000000-JGFWT:1:1102:19904:5693","BC",1,0,0,1,"1","0","0","1"
"M03191:489:000000000-JGFWT:1:2105:5359:7694","BC",1,1,0,7,"1","1","0","2-10"
"M00566:114:000000000-AWM6N:1:2103:8808:9251","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:2117:12973:15018","BC",1,0,0,0,"1","0","0","0"
"M00123:211:000000000-BYH2N:1:2116:13281:24815","BC",1,1,1,0,"1","1","1","0"
"M01896:15:000000000-A7EN9:1:2118:6409:9554","BC",1,0,0,0,"1","0","0","0"
"M00123:52:000000000-APT1W:1:2119:15265:8169","BC",1,2,1,2,"1","2-10","1","2-10"
"M01896:14:000000000-A7ERE:1:2110:13808:22939","A",1,0,0,5,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:1101:24609:8346","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:1108:25783:20180","BC",1,0,0,0,"1","0","0","0"
"M00566:160:000000000-B5GTN:1:1104:7098:14449","BC",1,0,1,0,"1","0","1","0"
"M01896:14:000000000-A7ERE:1:2119:6975:14818","BC",1,0,2,0,"1","0","2-10","0"
"M01896:15:000000000-A7EN9:1:2103:9113:7825","BC",1,1,0,0,"1","1","0","0"
"M00566:66:000000000-ARD83:1:2116:6761:9270","BC",1,0,0,2,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:1114:26933:11812","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:1109:18602:5039","BC",1,0,0,2,"1","0","0","2-10"
"M00566:68:000000000-ARD58:1:2119:6291:8642","BC",1,2,0,2,"1","2-10","0","2-10"
"M00123:371:000000000-J9JD5:1:1117:11131:6105","BC",1,0,0,2,"1","0","0","2-10"
"M01896:14:000000000-A7ERE:1:1107:15050:10813","BC",1,0,0,0,"1","0","0","0"
"M00123:163:000000000-B5J7V:1:1106:6212:21408","BC",1,0,1,0,"1","0","1","0"
"M01896:14:000000000-A7ERE:1:1112:7027:17005","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1101:25901:14600","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:2110:12331:8784","BC",1,0,0,4,"1","0","0","2-10"
"M00566:114:000000000-AWM6N:1:1113:27782:9085","BC",1,1,0,0,"1","1","0","0"
"M00123:38:000000000-AN6VN:1:1104:10883:19475","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1119:8908:20254","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:2112:22502:18840","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1103:18635:20358","BC",1,0,0,0,"1","0","0","0"
"M00123:371:000000000-J9JD5:1:2114:17874:23510","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1112:15833:3599","BC",1,0,0,0,"1","0","0","0"
"M00123:115:000000000-AWP2U:1:1101:23162:19845","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:2117:16983:10183","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:2109:11004:14743","A",1,0,0,0,"1","0","0","0"
"M00123:163:000000000-B5J7V:1:1107:19589:19742","BC",1,1,2,0,"1","1","2-10","0"
"M01896:14:000000000-A7ERE:1:2115:8200:8332","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2103:10862:19356","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1116:25970:18209","BC",1,0,0,0,"1","0","0","0"
"M00566:113:000000000-AY2J2:1:1106:18419:12711","BC",1,1,0,0,"1","1","0","0"
"M01896:14:000000000-A7ERE:1:2104:11569:10497","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:2118:15508:20546","BC",1,0,0,1,"1","0","0","1"
"M01896:15:000000000-A7EN9:1:1113:24869:12614","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1102:6841:22141","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1105:18754:16502","BC",1,0,0,0,"1","0","0","0"
"M00123:211:000000000-BYH2N:1:2104:21798:5348","A",1,1,0,1,"1","1","0","1"
"M01896:14:000000000-A7ERE:1:1111:7092:8916","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1112:23745:12792","BC",1,0,0,0,"1","0","0","0"
"M00123:371:000000000-J9JD5:1:2104:3891:20254","BC",1,0,0,1,"1","0","0","1"
"M01896:15:000000000-A7EN9:1:2106:13618:4458","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1106:7942:5730","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1109:2632:14470","BC",1,0,0,0,"1","0","0","0"
"M00123:115:000000000-AWP2U:1:1116:8056:7624","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:2103:22047:22012","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:2109:24647:10538","BC",1,0,2,0,"1","0","2-10","0"
"M01896:15:000000000-A7EN9:1:1115:23094:20895","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1119:17973:4416","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2107:27740:6712","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1103:18247:6434","BC",1,0,0,0,"1","0","0","0"
"M00123:52:000000000-APT1W:1:1115:20637:21164","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1106:26314:6290","BC",1,1,0,0,"1","1","0","0"
"M01896:14:000000000-A7ERE:1:2110:20849:14531","BC",1,0,0,0,"1","0","0","0"
"M00566:114:000000000-AWM6N:1:2101:10420:14213","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:1104:9870:19710","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1102:16225:12498","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2119:23886:18050","BC",1,0,0,0,"1","0","0","0"
"M00123:210:000000000-BTDTV:1:1107:18755:4341","BC",1,0,0,2,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:2118:7144:23548","BC",1,0,1,0,"1","0","1","0"
"M01896:14:000000000-A7ERE:1:1113:15410:20399","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2114:14112:13234","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1103:20637:20106","BC",1,0,0,0,"1","0","0","0"
"M00123:371:000000000-J9JD5:1:1103:16144:14005","BC",1,0,0,1,"1","0","0","1"
"M01896:15:000000000-A7EN9:1:1111:17896:3995","BC",1,0,0,0,"1","0","0","0"
"M00566:113:000000000-AY2J2:1:2107:15346:12763","BC",1,1,0,1,"1","1","0","1"
"M01896:15:000000000-A7EN9:1:1111:12319:5583","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2104:3732:9293","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1114:6645:19929","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2115:20795:12552","BC",1,0,0,0,"1","0","0","0"
"M03191:489:000000000-JGFWT:1:2117:3970:20136","BC",1,0,0,2,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:1105:17338:24626","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2106:9828:14328","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1112:10182:17772","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1105:24331:9630","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2113:25784:15354","BC",1,2,0,2,"1","2-10","0","2-10"
"M01896:14:000000000-A7ERE:1:1109:19798:10644","BC",1,0,0,0,"1","0","0","0"
"M00123:38:000000000-AN6VN:1:1108:9209:13984","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:2117:9557:6378","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2106:5837:13453","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1116:6155:18708","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:1104:25430:22411","BC",1,0,0,0,"1","0","0","0"
"M00123:38:000000000-AN6VN:1:1106:25449:18631","BC",1,0,0,2,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:1109:11198:6104","BC",1,1,0,2,"1","1","0","2-10"
"M01896:15:000000000-A7EN9:1:1109:10577:21737","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2110:14796:15832","BC",1,0,0,0,"1","0","0","0"
"M00123:38:000000000-AN6VN:1:1110:25106:22515","A",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1101:5807:11625","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2110:17722:24449","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1101:17600:4280","BC",1,0,1,0,"1","0","1","0"
"M00123:52:000000000-APT1W:1:1110:28553:14132","BC",1,0,2,0,"1","0","2-10","0"
"M00123:98:000000000-AWVWT:1:1108:12832:14889","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2103:6787:21849","BC",1,0,0,0,"1","0","0","0"
"M00566:113:000000000-AY2J2:1:1104:12954:14013","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:1104:29335:12414","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2107:24240:9509","BC",1,0,0,0,"1","0","0","0"
"M00547:373:000000000-JH6MF:1:1103:21108:8393","BC",1,1,0,2,"1","1","0","2-10"
"M01896:14:000000000-A7ERE:1:1119:24244:18610","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1103:14678:19010","BC",1,0,0,0,"1","0","0","0"
"M00123:210:000000000-BTDTV:1:2105:16524:15918","A",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1114:26534:13139","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:2115:19694:3715","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2111:11626:23337","BC",1,0,0,0,"1","0","0","0"
"M00566:113:000000000-AY2J2:1:2107:16652:9570","BC",1,1,0,0,"1","1","0","0"
"M01896:14:000000000-A7ERE:1:1113:19017:23397","BC",1,0,0,0,"1","0","0","0"
"M00566:160:000000000-B5GTN:1:1103:17324:8739","BC",1,0,1,0,"1","0","1","0"
"M00123:38:000000000-AN6VN:1:1117:22381:17596","BC",1,0,1,0,"1","0","1","0"
"M00123:115:000000000-AWP2U:1:2116:18984:5880","BC",1,1,0,1,"1","1","0","1"
"M01896:14:000000000-A7ERE:1:1101:23451:2156","BC",1,0,0,0,"1","0","0","0"
"M00123:62:000000000-AU338:1:1119:18872:10522","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2115:14470:14506","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1116:5952:18416","BC",1,0,0,0,"1","0","0","0"
"M00123:62:000000000-AU338:1:2102:21882:13727","BC",1,0,1,2,"1","0","1","2-10"
"M00566:68:000000000-ARD58:1:1110:10195:6026","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:1111:15544:22042","BC",1,0,3,1,"1","0","2-10","1"
"M01896:14:000000000-A7ERE:1:2113:27011:8857","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1111:7567:9561","BC",1,0,1,0,"1","0","1","0"
"M01896:15:000000000-A7EN9:1:1102:5239:10669","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2105:7054:18817","BC",1,0,0,0,"1","0","0","0"
"M03191:489:000000000-JGFWT:1:1118:23108:13540","BC",1,1,1,1,"1","1","1","1"
"M00566:68:000000000-ARD58:1:2104:10640:7700","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1104:21364:13393","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2110:12720:12611","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2101:29326:12546","BC",1,0,0,6,"1","0","0","2-10"
"M01896:15:000000000-A7EN9:1:1102:24023:8514","BC",1,0,0,1,"1","0","0","1"
"M00123:163:000000000-B5J7V:1:1103:20939:3283","BC",1,0,1,1,"1","0","1","1"
"M01896:15:000000000-A7EN9:1:2118:16370:10164","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1111:16095:8534","BC",1,0,0,0,"1","0","0","0"
"M00123:52:000000000-APT1W:1:1114:20533:19943","BC",1,0,1,0,"1","0","1","0"
"M00123:52:000000000-APT1W:1:2108:8616:12911","BC",1,0,0,0,"1","0","0","0"
"M00123:115:000000000-AWP2U:1:2115:12317:19893","BC",1,3,2,0,"1","2-10","2-10","0"
"M01896:14:000000000-A7ERE:1:2103:18264:16822","BC",1,0,0,0,"1","0","0","0"
"M00123:52:000000000-APT1W:1:2101:12345:14439","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1107:16888:8301","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:1105:13870:14112","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2115:14092:6699","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:1111:9339:4113","BC",1,0,0,5,"1","0","0","2-10"
"M00123:38:000000000-AN6VN:1:1110:19774:22738","BC",1,1,0,0,"1","1","0","0"
"M03191:488:000000000-JGKWR:1:1104:6123:18432","BC",1,0,0,2,"1","0","0","2-10"
"M00566:68:000000000-ARD58:1:1113:9901:22574","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2101:23596:15922","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1108:16465:7670","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:1108:24075:7791","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1108:19625:19786","A",1,0,0,0,"1","0","0","0"
"M00123:62:000000000-AU338:1:1102:6598:21720","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2118:23308:11301","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1109:16031:6350","BC",1,0,0,1,"1","0","0","1"
"M00123:211:000000000-BYH2N:1:1110:20393:7964","BC",1,0,1,1,"1","0","1","1"
"M01896:14:000000000-A7ERE:1:2113:7499:7656","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2103:17156:23961","BC",1,0,0,0,"1","0","0","0"
"M00123:210:000000000-BTDTV:1:2110:7110:15892","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1112:15098:20853","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1112:15975:7774","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2101:14034:9346","BC",1,0,0,0,"1","0","0","0"
"M00123:211:000000000-BYH2N:1:1111:10963:23243","BC",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:1114:11092:16648","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1105:14927:15328","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2112:13380:15327","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1116:2825:14885","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:2117:26881:14990","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1103:13591:16900","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2101:9941:9472","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1107:17722:18900","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:2113:26136:7575","BC",1,0,0,0,"1","0","0","0"
"M00123:38:000000000-AN6VN:1:2118:4186:15260","BC",1,0,1,5,"1","0","1","2-10"
"M01896:15:000000000-A7EN9:1:1103:26445:7362","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:1106:12491:22071","BC",1,0,0,2,"1","0","0","2-10"
"M01896:14:000000000-A7ERE:1:1112:21138:17615","BC",1,0,1,0,"1","0","1","0"
"M00566:161:000000000-B5HBJ:1:1116:13109:14842","BC",1,0,1,1,"1","0","1","1"
"M01896:14:000000000-A7ERE:1:2103:15182:14348","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1113:13814:16848","BC",1,0,1,1,"1","0","1","1"
"M03191:489:000000000-JGFWT:1:2116:21724:23535","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:2111:17524:7448","A",1,1,0,0,"1","1","0","0"
"M01896:15:000000000-A7EN9:1:1113:17613:21065","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2115:21603:9799","BC",1,0,0,0,"1","0","0","0"
"M00123:211:000000000-BYH2N:1:2103:12028:12415","BC",1,0,0,0,"1","0","0","0"
"M00123:62:000000000-AU338:1:2106:14603:4165","BC",1,0,0,0,"1","0","0","0"
"M03191:488:000000000-JGKWR:1:1114:4390:6195","BC",1,0,0,2,"1","0","0","2-10"
"M00123:38:000000000-AN6VN:1:1118:18383:23273","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1102:3174:10608","BC",1,0,0,0,"1","0","0","0"
"M00566:68:000000000-ARD58:1:1112:22070:10785","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2116:6166:12092","BC",1,0,0,0,"1","0","0","0"
"M00123:51:000000000-APU28:1:2114:17888:21041","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1112:18607:8907","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1113:19885:23408","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1108:16948:22673","BC",1,0,0,0,"1","0","0","0"
"M00123:62:000000000-AU338:1:1112:14084:9082","BC",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2110:16005:19301","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1107:28312:18182","BC",1,0,0,2,"1","0","0","2-10"
"M01896:14:000000000-A7ERE:1:1101:8104:12826","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2117:12555:22274","BC",1,0,0,1,"1","0","0","1"
"M01896:15:000000000-A7EN9:1:2101:14183:11740","A",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:2115:23007:14122","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:1113:9738:3248","BC",1,0,0,0,"1","0","0","0"
"M00566:160:000000000-B5GTN:1:1109:18488:11793","BC",1,0,1,0,"1","0","1","0"
"M00566:161:000000000-B5HBJ:1:2115:23734:12483","BC",1,0,2,0,"1","0","2-10","0"
"M00123:62:000000000-AU338:1:1102:15149:10371","BC",1,1,0,1,"1","1","0","1"
"M01896:14:000000000-A7ERE:1:2118:22274:14370","BC",1,0,0,0,"1","0","0","0"
"M00566:66:000000000-ARD83:1:1116:6147:6903","A",1,0,0,0,"1","0","0","0"
"M01896:15:000000000-A7EN9:1:1111:8154:16152","BC",1,0,1,0,"1","0","1","0"
"M03191:489:000000000-JGFWT:1:2105:12078:13275","BC",1,0,0,1,"1","0","0","1"
"M01896:14:000000000-A7ERE:1:1117:28332:12713","BC",1,0,0,0,"1","0","0","0"
"M01896:14:000000000-A7ERE:1:2115:24686:18811","BC",1,0,0,0,"1","0","0","0"
"M00123:163:000000000-B5J7V:1:1103:9346:8653","BC",1,0,2,0,"1","0","2-10","0"
"M01896:15:000000000-A7EN9:1:2117:16223:20213","BC",1,0,0,0,"1","0","0","0"
"M00123:62:000000000-AU338:1:1102:26950:13417","BC",1,0,0,1,"1","0","0","1"
"M00123:98:000000000-AWVWT:1:2118:9374:3294","BC",1,0,1,0,"1","0","1","0"
"M01896:15:000000000-A7EN9:1:1116:2790:15973","BC",1,0,0,1,"1","0","0","1"
"M00566:68:000000000-ARD58:1:2110:11676:14857","BC",1,0,2,0,"1","0","2-10","0"
"M01896:15:000000000-A7EN9:1:1113:26096:15671","BC",1,0,0,0,"1","0","0","0"
